content,board
  當選擇遺忘，不太確定是真的忘記了， 還是以為忘記了，但就是快想不起來。  總之，經歷一場內在的腥風血雨後， 最後離開很多過往的人事物， 才感覺有一種癒合的感受， 很痛很痛的感覺也已經淡去許多。  什麼都不做， 什麼都不想， 只是靜靜躺在地板上， 就已經感覺夠幸福快樂。  我的世界好平靜。 這種感覺真的好棒。 像是走過一場世界大戰般的疲累， 而現在終於可以躺下來好好休息。  想繼續帶著這種平靜快樂的感覺， 往前走，可以成為更好，更寧靜的人。 更輕盈，更懂得愛人的人。  站在自己的工作岡位上， 繼續成為給予生命有些希望的人， 在我能量允許範圍內， 陪臨終的人走生命的最後一段。   今年也給自己一些目標：  考過體適能指導員認證 考過工作上的國際認證考試 考過潛水初級證照 再跑一場半馬 學好兩種想學好的語言 明年出發去西班牙走Camino。  然後當我從西班牙回來的時候， 我希望我已經痊癒而能夠好好去愛一個人， 希望自己成為溫柔懂得愛人的人 希望自己的另一半是比我年長的外國人。  現在的我真的很快樂， 謝謝生命中陪我走過低潮的每個人， 靜靜地陪在我身邊，我真的很感謝， 陪我走到現在的平靜和快樂。  後來的我， 終於知道生命這麼難， 但我謝謝自己和許多人， 我們都沒有放棄。  ,happy
 很開心，天氣終於放晴了，可以出去玩了喔， 可以出去跟朋友們一同快樂的打籃球，揮汗 淋漓，爽耶。  ,happy
 端午節感想  有冷氣的地方就是天堂     今天在某公共場合上完廁所 我忘了把手機錢包帶出女廁 遺留在廁所上方的置物架  還好我後面進去的小姐趕快跟我說  真感謝她！   如果我的手機錢包不見 會很麻煩的QQ 感謝她  ,happy
"              皮                                                                  主題：黑琵版的烏龜 2008.10.                                                    內容：版上養的烏龜不是忍者龜，請不要餵 Pizza.                                                                                                     日            欺負烏龜的人要負責飼養烏龜.                                    值                                                                            :            烏龜飼養守則在下一頁之後~~.              ◢██◣▋▎          亞     ████/             由    ▅▅▅▅▅▅▅▅▅▅▅▅▅▅▅▅▅▅▅▅▅▅▅▅▅████▅▅▅▅▅▅▅▅▅▅ ◥██◤    版規部分資訊修訂，就目前黑皮版的黑皮人，         /▅▅      並不容易踩到版龜，版龜只會咬來亂的人喔。           ||     同時間以不同帳號同IP分身者，發表與板旨無關內容，可是直接劣退喔!! v(￣︶￣)y -- ╭──────────────────────────────────────╮ │▼ 一 文章標題規範                                                          │ ├─────────────────────────────────┬────┤ │   1. 非版工使用[公告]之標記(TAG)                                 │劣 記 刪│ ├─────────────────────────────────╯        │ │                                                                            │ │   該類標題，刪除並劣退乙次，並記點兩次；不另行公告。                       │ │                                                                            │ │   註：含惡意使用[母告]、[么吉]...等標籤。                                  │ │                                                                            │ │    [] 符號內為TAG，例如 [快樂] [幸福]，標記後為標題名稱，                  │ │                                                                            │ │    使用連續空白名稱發文，將視為機器人發文並予以刪除、劣退、水桶。          │ │                                                                            │ │    當同一作者連續使用同一標題進行洗版，將進行刪除，嚴重者連續劣退。        │ │                                                                            │ │                                                                            │ │                                                                            │ │                                                                            │ │                                                                            │ ╰──────────────────────────────────────╯ -- ╭──────────────────────────────────────╮ │▼ 一 文章標題規範                                                          │ ├─────────────────────────────────┬────┤ │   2. 標題使用全 ""符文"" 類之標題                                  │      刪│ ├─────────────────────────────────╯        │ │                                                                            │ │   該類標題，將由版工直接刪除文章，                                         │ │                                                                            │ │   並轉寄文章副本至原作者信箱(不含主題回覆之討論串)；不另行公告。           │ │                                                                            │ │   註：諸如 ● ▲ ▼ ★ ◆ ■ ◢ ◣ ◥ ◤ ...等；若因特殊需求則不在此限。   │ │                                                                            │ │                                                                            │ │                                                                            │ │                                                                            │ │                                                                            │ │                                                                            │ │                                                                            │ │                                                                            │ │                                                                            │ ╰──────────────────────────────────────╯ -- ╭──────────────────────────────────────╮ │▼ 一 文章標題規範                                                          │ ├─────────────────────────────────┬────┤ │   3. 標題使用 ""顏文字"" 類之起頭標題                              │      刪│ ├─────────────────────────────────╯        │ │                                                                            │ │   該類標題，將由版工直接刪除文章，                                         │ │                                                                            │ │   並轉寄文章副本至原作者信箱(不含主題回覆之討論串)；不另行公告。           │ │                                                                            │ │   註：顏文字於標題中或標題尾不在此限。                                     │ │                                                                            │ │                                                                            │ │                                                                            │ │                                                                            │ │                                                                            │ │                                                                            │ │                                                                            │ │                                                                            │ │                                                                            │ ╰──────────────────────────────────────╯ -- ╭──────────────────────────────────────╮ │▼ 一 文章標題規範                                                          │ ├─────────────────────────────────┬────┤ │   4. 標題與內文不符或語意不明之標題                              │   記 刪│ ├─────────────────────────────────╯        │ │                                                                            │ │   該類標題，將由版工刪除文章並記點乙次。                                   │ │                                                                            │ │                                                                            │ │                                                                            │ │                                                                            │ │                                                                            │ │                                                                            │ │                                                                            │ │                                                                            │ │                                                                            │ │                                                                            │ │                                                                            │ │                                                                            │ │                                                                            │ ╰──────────────────────────────────────╯ -- ╭──────────────────────────────────────╮ │▼ 二 文章內文規範                                                          │ ├─────────────────────────────────┬────┤ │   1. 空白文、一行文、注音文、火星文、亂碼文、未滿三十字文之內文。│劣 記 刪│ ├─────────────────────────────────╯        │ │                                                                            │ │   以上屬性之內文，將由版工刪除，並記點乙次，                               │ │                                                                            │ │   若惡意多犯依文章數劣退；不另行公告。                                     │ │                                                                            │ │   文章文本未達30字，直接劣退。                                             │ │                                                                            │ ├──────────────────────────────────────┤ │ 空白文：內文空白之文章。                                                   │ │ 一行文：無論縱衡歪斜或彎曲，內文目視僅一行之文章。                         │ │ 洗錢文：文字字數與文章價格差異過大之文章。                                 │ │ 注音文：使用注音代替國字，狀聲類表達不在此限。                             │ │ 亂碼文：無法以目視解讀其意之文章。                                         │ │ 火星文：造成閱讀困難，無法理解其意之文章。                                 │ │ │ ╰──────────────────────────────────────╯ -- ╭──────────────────────────────────────╮ │▼ 二 文章內文規範                                                          │ ├─────────────────────────────────┬────┤ │   2. 廣告文、愚弄文、唬爛文、政治文、恐怖文                      │劣 記 刪│ ├─────────────────────────────────╯        │ │                                                                            │ │   以上屬性之內文，將由版工刪除，並記點兩次，                               │ │                                                                            │ │   若惡意多犯依文章數劣退；不另行公告。                                     │ │                                                                            │ │                                                                            │ │                                                                            │ │                                                                            │ ├──────────────────────────────────────┤ │ 廣告文：商品推銷、置入性行銷等文章。                                       │ │ 愚弄文：以擾亂、欺騙、捉弄他人之文章。(4/1愚人節活動不在此限)              │ │ 唬爛文：成功的用一根棍子推動地球等文章。(特定案例舉例則不在此限)           │ │ 政治文：請儘量避免政治相關議題之文章。                                     │ │ 恐怖文：使閱讀者產生身心不適或不舒服等之文章。                             │ │ │ ╰──────────────────────────────────────╯ -- ╭──────────────────────────────────────╮ │▼ 二 文章內文規範                                                          │ ├─────────────────────────────────┬────┤ │   3. 引戰文、洗版文、無關版旨文、違害善良風俗文                桶│   記 刪│ ├─────────────────────────────────╯        │ │                                                                            │ │   以上屬性之文章，將由版工刪除，並記點兩次，                               │ │                                                                            │ │   若惡意多犯即刻入水桶十四天；不另行公告。                                 │ │                                                                            │ │   大量有意並惡意洗文者，同IP直接連帶劣退。                                                                         │ │                                                                            │ │                                                                            │ ├──────────────────────────────────────┤ │ 引戰文：挑釁、攻擊特定團體、人、事、物等之文章。                           │ │ 洗版文：一定時間內以相同ID，相同標題或相同內文重複發文之文章。             │ │         (討論串不在此限)                                                   │ │ 違善文：全名為""違害善良風俗文""，意指因攻擊、迫害他人                       │ │         而產生的快感做為自我愉悅之文章。                                   │ │ │ ╰──────────────────────────────────────╯ --                                                                               ╭──────────────────────────────────────╮ │▼ 二 文章內文規範                                                          │ ├─────────────────────────────────┬────┤ │ 4. 文章有效計算方式                                          │劣 刪│ ├─────────────────────────────────╯        │ │                                                                            │ │   文章內的有效字數並非同等文章內的字元數，該部分由人工計算。               │ │                                                                            │ │   無效字數分別為：標點符號、顏文字、重複文字、無意義之文字字串(無效字串)。 │ │                                                                            │ │   無效字數範例如下。                                                       │ │                                                                            │ │                                                                            │ ├──────────────────────────────────────┤ │ │ │ 標點符號：[email protected]#$%^&*()_+<>|\/。                                             │ │ 顏文字　：xd、xdddd、^^、^^""。                                             │ │ 重複文字：喔喔喔喔喔喔喔喔, YAYAYAYAYAYAYAYAYA.                            │ │ 無效字串：abcedfghijk、ㄏ批ㄅ、你Jㄊ好ㄇ。                                 │ │ │ ╰──────────────────────────────────────╯ --                                                                               ╭──────────────────────────────────────╮ │▼ 三 推文規範                                                              │ ├─────────────────────────────────┬────┤ │   1. 濫用推文(含噓、箭頭)                                      桶│        │ ├─────────────────────────────────╯        │ │                                                                            │ │ 以上屬性之推文(含噓、箭頭)，水桶三天。                                   │ │                                                                            │ │ 圖形推文(含噓、箭頭)，一文一ID限推(含噓、箭頭)一圖。                     │ │                                                                            │ │ 推文內容若為作者文章所求，則不在此限。                                   │ │                                                                            │ │ 文章作者賦予刪除推文(含噓、箭頭)之權力，                                 │ │                                                                            │ │ 但不包含修改、竄改推文(含噓、箭頭)之權力。                               │ │                                                                            │ │                                                                            │ │                                                                            │ │                                                                            │ │                                                                            │ ╰──────────────────────────────────────╯ -- ╭──────────────────────────────────────╮ │▼ 四 其他規範                                                              │ ├─────────────────────────────────┬────┤ │                                                                  │        │ ├─────────────────────────────────╯        │ │                                                                            │ │   1. 記點達(含)三次，入水桶七天。                                          │ │                                                                            │ │   2. 若水桶期限已滿，請自行寫信告知版工解除水桶。                          │ │                                                                            │ │      沒有來信申請，版工不會特地主動將其解除水桶。                          │ │                                                                            │ │   3. 重要板務建議或溝通等等，均可使用【站內寄信】的方式討論。              │ │                                                                            │ │      如在版面上討論，版工可視討論狀況是否影響版面秩序決定刪文與否。        │ │                                                                            │ │   4. 相關刪除文章，版工僅備份保留一個月。如欲申請刪除原文，                │ │                                                                            │ │      請於被刪文的一個月內來信申請。逾期將無法處理。                        │ │                                                                            │ ╰──────────────────────────────────────╯ --  ",happy
 快樂板是一個低門檻入門且能讓新手與他人分享快樂的地方。   若是您需要測試發文的功能，可以到「測試板」。  若是您需要抒發憤怒的心情，可以到「黑特板」。   近幾個月，因它板違規退文的帳號，轉進低門檻的「黑皮板」。  持續大量發送與本版板旨無關的內容，甚至作為「個板」使用，  依此分享並夾帶不愉快的氣氛給板友，不符合「黑皮板」氛圍。   本板對於新手非常寬容，鮮少進行「退文」與「水桶」的動作。  使致於偶有熱心板友，來信告知是否過於放縱這些「非新手」。   為了不影響真正的新手發文，及快樂板的「小夥伴們」心情。  將持續觀察本板「小夥伴們」發文動向以調整「發文門檻」。   最後祝各位板友們 ~ 新年快樂 ~ 事事順心 ~ 萬象更新 ~   ,happy
 今天終於有點閒下來了 前2個月好累好忙 之前超悶的！！ 雖然多了一個可以每天說話的人平衡一下 但真的工作的很不愉快呀～ 真討厭～ 不過會慢慢好轉的 我會撐過去的 加油 正向一點 開心快樂  ,happy
 因為端午有預定行程 沒想到剛到點想要的時間就沒了 只好先買時間比較晚的票  結果某天晚上不死心 想說上去刷刷看 居然被我遇到有想要高鐵班次的票 而且有成功訂到 超拉奇  ,happy
 https://i.imgur.com/Xs94gmX.jpg 上周末去爬山，很喜歡這種迷霧的感覺，很像電影中的場景~  爬山完再去吃和牛烤肉，滿足的一天！   ,happy
 工作了一星期，十分地疲累，終於可以迎來連假週未。 雖然現在疫情很嚴重，但躲在家裡可以看看影集，打打電動。 弄個美食，飲料，其實也是很享受的啦 祝大家週未愉快哦。  ,happy
 最近一直在健身，都一直不敢亂吃，都吃水煮餐。 練的要死要活。 今天終於吃到麥當勞，炸雞咬下的瞬間，感動到眼淚直流。 真的是好好吃哦。 活著真好耶，感動 ，感恩。  ,happy
 今天設計的圖，老闆覺得我設計的很好，覺得實力不錯。果然沒請錯人 還預計要加我薪，真的是感覺超爽的啦，happy.  ,happy
 吃到想吃的食物，覺得幸福！   -- Sent from nPTT on my iPhone 7 Plus  ,happy
 要下班了，真開心。 辛苦了一週，終於可以回家打電動，看電影，好好的享受人生哦。 大家辛苦了。ya  ,happy
 今天健身狀態不錯，有越來越好的狀態，果然努力有差。 乳清喝起來，肌肉快點長大吧!!讚哦。good  ,happy
 今天買東西，身上零錢不夠，老闆娘看我平時很常購買，直接說，好啦不用了啦。 直接便宜入手，爽哦!!!，真是有夠幸運的啦。  ,happy
 今天可以玩新一季的apex，真是爽呀。 希望我的準度可以更準，更厲害。 爆更多人的頭，帥帥帥，希望能爬到更高的牌位。  ,happy
 今天打apex英雄，隊友都好強哦。 爽爽吃雞拿冠軍，好爽，積分又往上了，真開心。 ya太爽了，爽死。  ,happy
 男友總是給我吃好多好吃的 點餐也都要我點 他都說我吃不完再給他吃 他要吃我喜歡吃的 我不愛吃的他不會點 真是超愛他的 明明給我好多東西 買一點東西給他還一直問多少錢 笨蛋～～  ,happy
 連續的抒發，接到版主溫柔的提醒。 版主的人感覺就很好相處的感覺，語氣中帶有溫暖的氣息。 感覺大心。呵呵呵  ,happy
 中午吃豬油拌麵 65元好貴... 幾片小白菜、一球的麵量 現在物價好誇張 但意外地好吃! 不用不膩，濃淡度剛剛好的豬油香真好吃 不過偶爾吃就好，再加一點錢就有便當了  ,happy
 去買午餐的時候 沒注意少帶到錢 都買完要結帳的時候發現少了5塊 本來要跟老闆說等我一下我去領錢  結果老闆娘居然說沒關係 下次來再給就好 這樣還要多跑一趟 有吃飽比較重要 一整天的壞心情都被老闆娘拯救了QQ  ,happy
 昨天去健身房，練到一半，練的不是很順，動作怪怪的。 教練從旁經過，說你這動作該怎樣怎樣作，免費教了我半小時。 爽賺，已經學到了不少觀念跟技巧，讚哦！！！  ,happy
 爸爸確診約一星期了，身體似乎有好轉了一些，有康復了。 沒有一直流鼻水，感冒的徵兆。 應該離轉陰快了吧。希望大家都能平平安安哦!!  ,happy
 本來就愛去洗頭 一個月護髮一次 本來想再撐不想補染 但看男友總是一直拍我 還是把布丁弄掉比較好看 哈哈 幾乎每個月都有獎金 雖然我超愛存錢跟賺錢的>< 但該花的還是花惹～～～ 哈哈哈 有時候覺得好好笑 那時候想著單身沒事 到處支援賺錢 結果就突然有男友了 每個週末都沒空了！！ 甚至有點後悔支援 但拿到津貼還是開心 還是多賺一點好了？！  ,happy
 哈哈哈哈哈哈 工作就是為了賺錢 賺錢就是要花爆 買了好多想要很久了的東西真是開心 身體的勞累感覺都消失了 超爽的  ,happy
 用之前買的 DIY 模具 做了飯糰帶到公司當午餐 一共做了三種口味 柴魚片、火腿玉米、花椰菜 賣相挺好看的 五彩繽紛的顏色 看了就讓人有食慾 嚐起來也還行  Amy 問我 怎麼突然又開始自己帶便當了 是不是想省錢？ 但我覺得從採買、備料、烹煮、收拾 這樣一套流程下來其實也沒有省去哪 主要還是因為好玩啦，嘿嘿。 興致來了就做著玩玩 估計兩三天後我就會開始嫌麻煩 回歸速食生活了。  不過，就算三分鐘熱度 長久累積下來，廚藝還是會進步的 誇誇自己，我覺得我挺賢慧的 至少已經可以每日三餐連續做一週菜譜還不重複 成就滿足心情愉快～ ,happy
 今天雖然是假期後的上班日 所謂的Blue Monday 但從上班路就開始的小確幸：剛到站車就到、飲料店剛好沒人不用等... 整個療癒到我了～ 以後每天都這樣順利吧～～  ,happy
 今天在公車上突然想到還沒對發票  打開app看 發現這個月中了200  好爽 今天我要吃麥當勞而且薯條可樂都要加大  ,happy
 跟朋友最近聊天 我都是說男友怎樣怎樣～ 朋友說一定要選可以自在在他身邊的人 ！！就是他呀 本來我想要改那種很黏人的個性 結果可以黏男友 雖然有時候會擔心是不是因為還在熱戀期 所以他沒關係 但是他應該是真的喜歡我黏他 哈 真開心～  ,happy
 最近這種天氣開冷氣睡覺真的很爽耶 雖然因為電費憂慮 ...還是只敢開剛入睡1小時 至少睡著的時候是涼涼的哈   ,happy
 朋友說 每天話題講不完 才是真實的  真的 能跟他一直一直講話 超開心的  我也不知道我們適不適合 因為也還沒長時間相處 好想時間快轉到我們住在一起 想到就開心  ,happy
 談戀愛是天堂 結婚就好像回到凡間 即使如此 還是會想要結婚吧 還是很嚮往有自己的小家庭 有孩子 有一個人可以互相扶持 一起生活 一起面對所有的事物 希望可以這樣 本來就是會平平淡淡的過日子 跟適合的人 開開心心的  ,happy
 有三天可以睡到自然醒太棒啦 有一個禮拜沒有好好睡覺了 這三天一定要好好補回來! 連假超棒  ,happy
 拿得起，放得下，想得開 我人生中正學習的課程 想讓自己開心，就得先學會愛自己 疼愛自己，真正的快樂是發自內心 而不是表面的逞強說“我很好～”  我愛我自己，我值得擁有愛和幸福  保持樂觀，絕不抱怨 正直發心，自利利他 因上努力，果上隨緣 莫捨己道，勿擾他心 ,happy
 涼涼的 很舒服 出去走走 或是待在家裡睡覺 都很讚 而且這種天氣也不用開冷氣  連假很開心 真美好  好想念老朋友啊 想念大家一起玩鬧 一起讀書考試的日子  時間過得好快 大家都各自忙碌了 很感傷  也好想出國玩喔 唉  ,happy
 好涼好舒服又下著雨 除了下雨有點不方便外 其他都好讚 睡得舒服不用開冷氣、風扇很省電 我也好愛這樣的天氣  ,happy
 我以後可以一直一直依賴一個人 好開心♥ 每次跟他出去都會超早超早出門的 從來沒這麼勤勞過 哈哈哈 想到我們還沒在一起時 他也是很早很早 那時候我真的超開心的 雖然還是朋友而已 昨天他說第一次看到我就覺得很漂亮很可愛 聽著我發生的一些怪事情就很想要照顧我 後來一直關心我 雖然就平平淡淡的 那個好像就是他所能做到的極限了 覺得只要是真心的 都感受得到的～～～ 真的好險朋友有同時約我們出去 不然可能真的不會有交集吧 好險好險  好愛他 想到他就好開心 真想一直一直膩在一起>< 昨天下著雨 就好像我們第一次出去時 可能他搬走後 我們就會少來這裡了 但我應該不會忘記在這裡的事情吧 哈   ,happy
"今日北上參加營運長的德香課程~給自己的身心充電一日遊，聽見各種人事物的故事 覺得很感動，每個人都有自己的來時路，也因為超碼，按對密碼 有了全新的開始，清除垃圾，先從""心""開始，心的執念不再，身與靈才會輕鬆。  課程結束時姐姐臨時說他已經到家，要和我們共進元旦晚餐 所以結束後~我們又馬不停蹄的啟程~  好不容易包了火鍋，終於到家，準備開動時 媽媽跟姐姐又因為一些小事情有小拌嘴，差點又弄得滿城風雨 姐姐一一細數著回到家最討厭的一些事情 仔細一聽，其實就像德香女人花說的，都是""供需""的問題  其實以前姐姐每次回家，我們的共同話題好像就是一起抱怨這個家 一起抱怨媽媽，包含接觸超碼前的過年 也是自己最害怕的節日，因為只要大家聚在一塊 不到五分鐘又開始吵架，所以每次都選在這時候加班 遠離這個家，已經連續四年沒有回家一起和家人過年。  學習超級生命密碼之後，心中的抱怨少了 了悟才懂知道，明白道理就自在，不是一家人不進一家門 沒有一片雪花會落錯地方，所有事情發生其來必有自 去年~也是第一次和家人一起過年，學習營造、轉動家庭愛的氣氛。  晚餐時和姊姊交流彼此近況，話鋒一轉提到今年除夕，除了家庭聚餐之外 也是姐姐的生日，姐姐淡淡地說，今年生日會有很多人陪她過，臉上一點點微笑。  說到這，突然想到姊姊長年來都一個人住在外地工作，只有一隻狗狗陪伴著她 雖然生日這件事情說得很淡，她也不常把愛掛在嘴邊，但心底明白姐姐是渴望的 渴望愛與家人的陪伴。  之前在讀書會中也聽到，每天10分鐘關上手機，與家裏的孩子聊聊天、交流 或許可以避免未來10年的牢獄之災、避免掉沒有愛的家庭、避免掉波濤洶湧的開始 避免掉波濤洶湧的婚姻、避免掉問題家庭，又製造問題下一代  教兒教女先教己，一切從自身開始改變，自助、人助、天助，夫妻倫正，五倫就正。  ",happy
 早上出門太趕忘記帶傘 剛好出門時又沒有下雨  到了半路 覺得天氣陰陰的就想找間超商躲一下 結果剛踏進去不到五分鐘就唰的下起來大雨  還好有先見之明 成功躲開了被淋濕的命運  但結局是 只能再買一把傘了  ,happy
 今天有下雨喔！感恩今天的雨，帶走了悶熱。  今天有很多人分享給我很多訊息，今天早上微微的風吹了過來，一點也不熱 我非常喜歡這樣的天氣。這樣想起來，以前上學、工作的時候最討厭下雨天了 似乎一想到下雨天，就覺得身上黏糊糊、相當地不方便。現在疫情的關係 在內心中可以全然地欣賞這一場雨，完全不勉強地看著雨給我們的恩典。  感恩台灣相對穩定的天氣，讓我們在相對舒適的環境生活著 目前沒有颱風、海嘯等極端的天氣，真的要趁現在好好地保護他。  感謝今天老師來跟我們分享光的課程，今天又趁機會好好地瞭解了更多光的課程細節 感謝老師六月份要開光的課程初階一，讓更多的人了解光的課程的好處，協助大家跟天使 與高我連結！  感恩地球供給我們的一切、提供給我們豐饒的物質 讓我們有空間創造豐盛與歡樂的靈魂，也感謝宇宙給予我們的顯化法則！  謝謝一切所有的存在！也謝謝顯化在我生命中，我最親愛的家人跟愛人。 ,happy
 51連假後第一個上班日 本來很擔心會跟昨天一樣下整天的雨 結果天氣意外的好 不會過於悶熱也不會太冷 穿件薄外套剛好 還可以喝我愛的冷飲 太棒了～  希望這天氣可以保持到週末 讓我好好放假啊！  ,happy
 每天睡到中午12點  再慢慢打開MacBook  然後5點就能下班  真D棒  ,happy
 美食真的很療癒人心啊  意外發現一間好吃的貝果 而且烤過真好吃 脆脆的  配上好喝的奶茶 好開心啊！  好希望每天悠閒的喝咖啡 無煩心事！   天氣好熱 夏天快到了  ,happy
 今天拔困難智齒 傷口太深 麻藥退後 即使前一天 我就每隔4-6小時吃止痛藥 醫生開的double服用也沒有用  回家抱著冰枕痛哭 六小時 真的太痛了 痛到根本不能睡  一直到半夜12點 迫不及待的吃下止痛藥 又忍了半小時  終於慢慢痛感舒緩很多  嗚嗚嗚 ～ 真的快感動到哭了    ,happy
 今天工作還算蠻順利的 希望每天都可以 雖然有時候覺得很煩 但算了 就做好自己的工作就好了 其他懶得管了 而且也沒什麼心思@@ 希望每天能把桌上都清空啦 加油加油  ,happy
 半熟蛋的蛋汁混醬油配白米飯好好吃~~  點了羊肉、鐵板豆腐，原來是我喜歡的雞蛋豆腐呀  滿足~  ,happy
 昨天還想到上次出去玩 我們本來就都會一起吃東西 但因為我感冒一週了 那天跟朋友說我用公筷母匙 怕還沒好 傳染了 但她還是直接喝我飲料 也叫我喝喝看她的 她就是這樣 一點也不在意 我說我還沒好啦 她說有什麼關係啦 真的好險我應該是好了 不然多罪惡啊啊  過了一天還是好羨慕她終於有小孩了 更完整的人生～  ,happy
 雖然昨天想一下下就直接睡著了 覺得 好像 有一個人可以盡情的分享生活 雖然很怕講一些事情會不會很無聊 可是又好想講..... 希望不是我自作多情 嗚嗚嗚><  ,happy
   今年我業務的評選會議終於在昨天辦完了  雖說辦了好多次了，但多少還是會有些小緊張  畢竟每次參加的人都不同，都有可能會有突發狀況  幸好~~~昨天雖然被問了一堆鳥問題，但都順利度過   等下周把後面流程的公文簽一簽後就可以準備開始放暑假囉~~~~~~~~   ,happy
 這家壽司店我第一次吃  大切鮭魚生魚片很棒  最令我喜歡的是芒果雪花冰!!!  他有一般的冰淇淋一球，雪花冰一碗，真的芒果塊，一顆一顆一咬就爆開流出果汁的晶球 ，芒果醬，很好吃~  滿足~  ,happy
 本肥終於要離開可撥的地方了  想到新公司的薪資福利就好爽  交接完就可以先放假桑一下了讚讚讚  ,happy
" 和朋友一起看電影，看完討論劇情好開心  吃了好吃的鮭魚生魚片丼飯、茶碗蒸、土瓶蒸  醃蘿蔔好吃，而且可以無限續!  吃完逛超商，買了一堆甜點，還有豆皮泡麵，  之前吃過覺得好吃，但便利商店後來停賣，就沒再吃過  原來這家超商有賣！  跟朋友聚會就是幸福~  -- ﹨◥◣ ╲◤∕╱ ▄▄▄ ＃Athrun7611 ◣λ◤◥ ＼ ◥ ◤︼╱  ▄ ▄ ▄ ▄▄ ▄▄  ▄  ■■  ▄▄▄▄  ☆ 圭≡ HO! ◤╯◆╰◥   █ ███ ▌███▌▌█▇▇ ▄▄▄◢ ▌███ █  ◤⊙▃⊙◥ =  ⊙ =◣⊙──█ █  █▌▄█ █▄▌█     ▌■■◢ ▌▇█▇ █    "" │ ""i  ∕︶●●◥╲  █▄▄ █ █▄▄█ █ ███▌▄ ◢◤◢▄ █ ▄█ i  ●    ∕/ █▆█ ﹨╲███▄▄ ▄▄█▄▄▄▄ ▄▄ ▄▄██  ' ︶     ",happy
 夏天來拉~~ 白天又開始變長感覺真不錯 雖然一天還是24小時 但感覺心情就變得比較有餘裕 就是一種感覺問題 有人懂嗎哈    ,happy
